-0,0556;-0,0303;1,0082;1,0102;0,2366
-0,0556;-0,0303;1,0082;1,0102;0,2633
-0,0556;-0,0303;1,0082;1,0102;0,2660
-0,0556;-0,0303;1,0082;1,0102;0,2686
-0,0556;-0,0303;1,0082;1,0102;0,2709
-0,0556;-0,0303;1,0082;1,0102;0,2732
-0,0556;-0,0303;1,0082;1,0102;0,2757
-0,0559;-0,0292;1,0077;1,0097;0,2784
-0,0558;-0,0294;1,0091;1,0110;0,2810
-0,0559;-0,0295;1,0082;1,0102;0,2834
-0,0556;-0,0290;1,0083;1,0103;0,2859
-0,0561;-0,0293;1,0075;1,0095;0,2886
-0,0572;-0,0298;1,0076;1,0097;0,2910
-0,0575;-0,0295;1,0071;1,0092;0,2934
-0,0571;-0,0293;1,0069;1,0089;0,2960
-0,0569;-0,0299;1,0081;1,0101;0,2986
-0,0563;-0,0311;1,0093;1,0113;0,3010
-0,0561;-0,0308;1,0095;1,0116;0,3034
-0,0560;-0,0304;1,0082;1,0102;0,3058
-0,0558;-0,0299;1,0080;1,0099;0,3086
-0,0550;-0,0299;1,0083;1,0103;0,3111
-0,0556;-0,0300;1,0082;1,0102;0,3135
-0,0564;-0,0298;1,0093;1,0113;0,3160
-0,0561;-0,0292;1,0086;1,0105;0,3185
-0,0566;-0,0293;1,0091;1,0111;0,3210
-0,0571;-0,0293;1,0089;1,0110;0,3235
-0,0571;-0,0297;1,0076;1,0096;0,3261
-0,0564;-0,0289;1,0071;1,0091;0,3286
-0,0564;-0,0304;1,0073;1,0094;0,3311
-0,0561;-0,0295;1,0073;1,0093;0,3336
-0,0563;-0,0308;1,0070;1,0090;0,3361
-0,0556;-0,0304;1,0060;1,0080;0,3387
-0,0554;-0,0298;1,0067;1,0087;0,3982
-0,0563;-0,0293;1,0075;1,0095;0,4020
-0,0561;-0,0297;1,0080;1,0100;0,4055
-0,0566;-0,0300;1,0073;1,0094;0,4090
-0,0561;-0,0290;1,0089;1,0109;0,4124
-0,0566;-0,0293;1,0091;1,0111;0,4159
-0,0567;-0,0292;1,0083;1,0103;0,4204
-0,0559;-0,0303;1,0083;1,0103;0,4232
-0,0555;-0,0303;1,0081;1,0101;0,4259
-0,0550;-0,0292;1,0086;1,0105;1,0094
-0,0564;-0,0289;1,0084;1,0104;1,0147
-0,0570;-0,0292;1,0083;1,0104;1,0192
-0,0574;-0,0283;1,0080;1,0100;1,0230
-0,0576;-0,0290;1,0072;1,0093;1,0274
-0,0572;-0,0292;1,0069;1,0089;1,0317
-0,0564;-0,0295;1,0087;1,0107;1,0361
-0,0560;-0,0295;1,0077;1,0097;1,0405
-0,0565;-0,0297;1,0076;1,0096;1,0443
-0,0564;-0,0300;1,0080;1,0100;1,0488
-0,0565;-0,0294;1,0080;1,0100;1,0531
-0,0564;-0,0304;1,0076;1,0096;1,0566
-0,0564;-0,0298;1,0081;1,0101;1,0608
-0,0559;-0,0299;1,0071;1,0091;1,0646
-0,0564;-0,0295;1,0072;1,0092;1,0690
-0,0567;-0,0297;1,0088;1,0108;1,0732
-0,0571;-0,0294;1,0086;1,0106;1,0776
-0,0566;-0,0301;1,0084;1,0105;1,0818
-0,0567;-0,0298;1,0082;1,0102;1,0861
-0,0558;-0,0299;1,0078;1,0098;1,0905
-0,0556;-0,0301;1,0075;1,0095;1,0948
-0,0549;-0,0311;1,0078;1,0098;1,0991
-0,0556;-0,0303;1,0081;1,0101;1,1034
-0,0556;-0,0300;1,0083;1,0103;1,1078
-0,0559;-0,0305;1,0081;1,0101;1,1116
-0,0564;-0,0299;1,0077;1,0097;1,1173
-0,0567;-0,0299;1,0065;1,0085;1,1221
-0,0566;-0,0305;1,0078;1,0099;1,1261
-0,0569;-0,0294;1,0073;1,0094;1,1338
-0,0566;-0,0292;1,0077;1,0097;1,1384
-0,0559;-0,0298;1,0075;1,0095;1,1428
-0,0564;-0,0300;1,0073;1,0094;1,1474
-0,0561;-0,0301;1,0075;1,0095;1,1518
-0,0556;-0,0306;1,0075;1,0095;1,1560
-0,0547;-0,0298;1,0077;1,0096;1,1594
-0,0548;-0,0293;1,0071;1,0090;1,1643
-0,0550;-0,0287;1,0080;1,0099;1,1704
-0,0556;-0,0287;1,0080;1,0099;1,1756
-0,0567;-0,0297;1,0075;1,0095;1,1791
-0,0566;-0,0299;1,0066;1,0086;1,1842
-0,0567;-0,0293;1,0072;1,0092;1,1895
-0,0567;-0,0290;1,0076;1,0096;1,1946
-0,0570;-0,0288;1,0075;1,0095;1,1991
-0,0566;-0,0295;1,0080;1,0100;1,2034
-0,0560;-0,0297;1,0087;1,0107;1,2078
-0,0563;-0,0299;1,0082;1,0102;1,2121
-0,0560;-0,0298;1,0077;1,0097;1,2165
-0,0566;-0,0304;1,0080;1,0100;1,2207
-0,0561;-0,0309;1,0081;1,0101;1,2249
-0,0564;-0,0304;1,0083;1,0104;1,2293
-0,0564;-0,0301;1,0084;1,0105;1,2335
-0,0570;-0,0299;1,0087;1,0107;1,2375
-0,0571;-0,0294;1,0093;1,0113;1,2418
-0,0565;-0,0299;1,0084;1,0105;1,2461
-0,0570;-0,0299;1,0083;1,0104;1,2504
-0,0560;-0,0305;1,0081;1,0101;1,2542
-0,0561;-0,0304;1,0086;1,0106;1,2585
-0,0561;-0,0311;1,0077;1,0098;1,2627
-0,0566;-0,0311;1,0073;1,0094;1,2666
-0,0575;-0,0306;1,0082;1,0103;1,2704
-0,0567;-0,0301;1,0080;1,0100;1,2746
-0,0571;-0,0295;1,0078;1,0099;1,2789
-0,0571;-0,0305;1,0077;1,0098;1,2832
-0,0564;-0,0306;1,0083;1,0104;1,2871
-0,0558;-0,0298;1,0082;1,0102;1,2913
-0,0549;-0,0295;1,0089;1,0109;1,2961
-0,0550;-0,0300;1,0071;1,0091;1,3004
-0,0560;-0,0300;1,0073;1,0093;1,3046
-0,0552;-0,0298;1,0073;1,0093;1,3084
-0,0545;-0,0295;1,0080;1,0099;1,3117
-0,0558;-0,0298;1,0076;1,0096;1,3160
-0,0559;-0,0295;1,0084;1,0104;1,3203
-0,0570;-0,0304;1,0075;1,0095;1,3246
-0,0564;-0,0295;1,0077;1,0097;1,3290
-0,0560;-0,0290;1,0082;1,0102;1,3333
-0,0564;-0,0292;1,0081;1,0101;1,3379
-0,0558;-0,0293;1,0073;1,0093;1,3424
-0,0553;-0,0295;1,0072;1,0092;1,3468
-0,0556;-0,0299;1,0069;1,0088;1,3511
-0,0552;-0,0305;1,0072;1,0092;1,3553
-0,0556;-0,0301;1,0070;1,0090;1,3596
-0,0547;-0,0304;1,0078;1,0098;1,3639
-0,0550;-0,0301;1,0077;1,0097;1,3693
-0,0559;-0,0295;1,0082;1,0102;1,3740
-0,0563;-0,0286;1,0087;1,0107;1,3790
-0,0564;-0,0289;1,0084;1,0104;1,3844
-0,0566;-0,0289;1,0088;1,0108;1,3897
-0,0559;-0,0292;1,0087;1,0107;1,3941
-0,0561;-0,0292;1,0084;1,0104;1,3989
-0,0570;-0,0303;1,0088;1,0109;1,4029
-0,0569;-0,0297;1,0084;1,0105;1,4079
-0,0565;-0,0301;1,0084;1,0105;1,4126
-0,0558;-0,0306;1,0084;1,0104;1,4161
-0,0550;-0,0306;1,0077;1,0097;1,4205
-0,0550;-0,0308;1,0076;1,0096;1,4248
-0,0560;-0,0300;1,0084;1,0104;1,4291
-0,0561;-0,0299;1,0080;1,0100;1,4339
-0,0559;-0,0299;1,0075;1,0095;1,4387
-0,0561;-0,0297;1,0081;1,0101;1,4429
-0,0567;-0,0303;1,0070;1,0090;1,4478
-0,0563;-0,0301;1,0080;1,0100;1,4526
-0,0567;-0,0297;1,0084;1,0105;1,4574
-0,0570;-0,0298;1,0086;1,0106;1,4624
-0,0560;-0,0298;1,0080;1,0100;1,4674
-0,0559;-0,0289;1,0069;1,0088;1,5360
-0,0569;-0,0292;1,0072;1,0092;1,5545
-0,0560;-0,0295;1,0081;1,0101;1,5647
-0,0569;-0,0293;1,0077;1,0097;1,5714
-0,0564;-0,0294;1,0080;1,0100;1,5770
-0,0566;-0,0292;1,0073;1,0094;1,5830
-0,0564;-0,0298;1,0072;1,0092;1,5893
-0,0553;-0,0297;1,0067;1,0087;1,5945
-0,0555;-0,0297;1,0069;1,0088;1,6004
-0,0554;-0,0303;1,0070;1,0090;1,6044
-0,0561;-0,0299;1,0078;1,0098;1,6091
-0,0555;-0,0303;1,0080;1,0099;1,6136
-0,0559;-0,0292;1,0083;1,0103;1,6187
-0,0553;-0,0297;1,0082;1,0102;1,6231
-0,0561;-0,0290;1,0086;1,0105;1,6277
-0,0565;-0,0295;1,0078;1,0098;1,6326
-0,0569;-0,0290;1,0076;1,0096;1,6374
-0,0566;-0,0293;1,0073;1,0094;1,6473
-0,0561;-0,0294;1,0082;1,0102;1,6546
-0,0561;-0,0293;1,0081;1,0101;1,6881
-0,0567;-0,0290;1,0069;1,0089;1,6932
-0,0563;-0,0297;1,0070;1,0090;1,6986
-0,0561;-0,0300;1,0073;1,0094;1,7035
-0,0552;-0,0305;1,0069;1,0088;1,7080
-0,0556;-0,0308;1,0069;1,0089;1,7320
-0,0560;-0,0304;1,0076;1,0096;1,7382
-0,0560;-0,0301;1,0070;1,0090;1,7437
-0,0569;-0,0293;1,0065;1,0085;1,7481
-0,0570;-0,0290;1,0072;1,0093;1,7725
-0,0572;-0,0290;1,0072;1,0093;1,7782
-0,0574;-0,0292;1,0078;1,0099;1,7818
-0,0566;-0,0293;1,0080;1,0100;1,7865
-0,0566;-0,0290;1,0084;1,0105;1,8095
-0,0561;-0,0292;1,0078;1,0098;1,8149
-0,0550;-0,0290;1,0087;1,0106;1,8199
-0,0559;-0,0299;1,0089;1,0109;1,8242
-0,0558;-0,0294;1,0081;1,0100;1,8472
-0,0560;-0,0287;1,0083;1,0103;1,8528
-0,0565;-0,0288;1,0072;1,0092;1,8575
-0,0566;-0,0288;1,0064;1,0084;1,8802
-0,0560;-0,0289;1,0061;1,0081;1,8855
-0,0554;-0,0290;1,0070;1,0089;1,8905
-0,0556;-0,0297;1,0073;1,0093;1,8950
-0,0550;-0,0298;1,0072;1,0092;1,9177
-0,0559;-0,0303;1,0073;1,0093;1,9235
-0,0547;-0,0301;1,0077;1,0096;1,9282
-0,0547;-0,0308;1,0083;1,0103;1,9507
-0,0554;-0,0301;1,0082;1,0102;1,9570
-0,0559;-0,0303;1,0088;1,0108;1,9626
-0,0565;-0,0292;1,0081;1,0101;1,9684
-0,0567;-0,0290;1,0087;1,0107;1,9905
-0,0560;-0,0293;1,0084;1,0104;1,9975
-0,0564;-0,0289;1,0089;1,0109;2,0024
-0,0567;-0,0298;1,0083;1,0104;2,0075
-0,0564;-0,0309;1,0081;1,0101;2,0308
-0,0572;-0,0310;1,0078;1,0099;2,0367
-0,0563;-0,0316;1,0077;1,0098;2,0413
-0,0560;-0,0311;1,0078;1,0099;2,0457
-0,0559;-0,0309;1,0073;1,0094;2,0696
-0,0563;-0,0303;1,0071;1,0091;2,0753
-0,0567;-0,0290;1,0073;1,0094;2,0800
